work,words
urn:cts:latinLit:phi0474.phi018,2636
urn:cts:latinLit:phi0474.phi019,4329
urn:cts:latinLit:phi0474.phi020,15118
urn:cts:latinLit:phi0474.phi021,7511
urn:cts:latinLit:phi0474.phi022,16755
urn:cts:latinLit:phi0474.phi023,4472
urn:cts:latinLit:phi0474.phi024,8499
urn:cts:latinLit:phi0474.phi025,5118
urn:cts:latinLit:phi0474.phi026,6780
urn:cts:latinLit:phi0474.phi027,10887
urn:cts:latinLit:phi0474.phi028,11594
urn:cts:latinLit:phi0474.phi029,2964
urn:cts:latinLit:phi0474.phi030,4068
urn:cts:latinLit:phi0474.phi031,10483
urn:cts:latinLit:phi0474.phi032,2764
urn:cts:latinLit:phi0474.phi033,3272
urn:cts:latinLit:phi0474.phi034,3896
urn:cts:latinLit:phi0474.phi035,11329
urn:cts:latinLit:phi0474.phi036,17794
urn:cts:latinLit:phi0474.phi037,27004
urn:cts:latinLit:phi0474.phi038,9901
urn:cts:latinLit:phi0474.phi039,25053
urn:cts:latinLit:phi0474.phi040,18492
urn:cts:latinLit:phi0474.phi041,1609
urn:cts:latinLit:phi0474.phi042,6895
urn:cts:latinLit:phi0474.phi043,8121
urn:cts:latinLit:phi0474.phi045,4226
urn:cts:latinLit:phi0474.phi046,18035
urn:cts:latinLit:phi0474.phi047,888
urn:cts:latinLit:phi0474.phi048,12574
urn:cts:latinLit:phi0474.phi049,12532
urn:cts:latinLit:phi0474.phi050,15400
urn:cts:latinLit:phi0474.phi051,8245
urn:cts:latinLit:phi0474.phi052,9312
urn:cts:latinLit:phi0474.phi053,14713
urn:cts:latinLit:phi0474.phi054,5210
urn:cts:latinLit:phi0474.phi055,14465
urn:cts:latinLit:phi0474.phi056,11214
urn:cts:latinLit:phi0474.phi057,9401
urn:cts:latinLit:phi0474.phi058,7908
urn:cts:latinLit:phi0474.phi059,7705
urn:cts:latinLit:phi0474.phi072,4232
urn:cts:latinLit:phi0478.phi003,4348
urn:cts:latinLit:phi0550.phi001,9514
urn:cts:latinLit:phi0588.abo001,248
urn:cts:latinLit:phi0588.abo002,248
urn:cts:latinLit:phi0588.abo003,133
urn:cts:latinLit:phi0588.abo004,202
urn:cts:latinLit:phi0588.abo005,163
urn:cts:latinLit:phi0588.abo006,165
urn:cts:latinLit:phi0588.abo007,260
urn:cts:latinLit:phi0588.abo008,185
urn:cts:latinLit:phi0588.abo009,185
urn:cts:latinLit:phi0588.abo010,185
urn:cts:latinLit:phi0588.abo011,146
urn:cts:latinLit:phi0588.abo012,154
urn:cts:latinLit:phi0588.abo013,224
urn:cts:latinLit:phi0588.abo014,273
urn:cts:latinLit:phi0588.abo015,233
urn:cts:latinLit:phi0588.abo016,176
urn:cts:latinLit:phi0588.abo017,241
urn:cts:latinLit:phi0588.abo018,250
urn:cts:latinLit:phi0588.abo019,178
urn:cts:latinLit:phi0588.abo020,219
urn:cts:latinLit:phi0588.abo021,161
urn:cts:latinLit:phi0588.abo022,192
urn:cts:latinLit:phi0588.abo023,229
urn:cts:latinLit:phi0588.abo024,136
urn:cts:latinLit:phi0588.abo025,240
urn:cts:latinLit:phi0620.phi001,8787
urn:cts:latinLit:phi0631.phi001,10686
urn:cts:latinLit:phi0631.phi002,21259
urn:cts:latinLit:phi0631.phi003,908
urn:cts:latinLit:phi0660.phi001,5205
urn:cts:latinLit:phi0660.phi003,61
urn:cts:latinLit:phi0684.phi002,14506
urn:cts:latinLit:phi0690.phi001,788
urn:cts:latinLit:phi0690.phi002,3700
urn:cts:latinLit:phi0690.phi003,6197
urn:cts:latinLit:phi0836.phi002,17964
urn:cts:latinLit:phi0845.phi002,10219
urn:cts:latinLit:phi0860.phi001,13189
urn:cts:latinLit:phi0893.phi001,4348
urn:cts:latinLit:phi0893.phi002,310
urn:cts:latinLit:phi0893.phi003,444
urn:cts:latinLit:phi0893.phi004,7286
urn:cts:latinLit:phi0893.phi005,6718
urn:cts:latinLit:phi0893.phi006,3090
urn:cts:latinLit:phi0914.phi001,20254
urn:cts:latinLit:phi0917.phi001,7077
urn:cts:latinLit:phi0929.phi001,5555
urn:cts:latinLit:phi0959.phi001,5555
urn:cts:latinLit:phi0959.phi002,2490
urn:cts:latinLit:phi0959.phi003,613
urn:cts:latinLit:phi0959.phi004,5173
urn:cts:latinLit:phi0959.phi005,5256
urn:cts:latinLit:phi0959.phi006,6305
urn:cts:latinLit:phi0959.phi007,5981
urn:cts:latinLit:phi0959.phi008,5110
urn:cts:latinLit:phi0959.phi009,6037
urn:cts:latinLit:phi0959.phi010,4618
urn:cts:latinLit:phi0969.phi001,1287
urn:cts:latinLit:phi0972.phi001,30029
urn:cts:latinLit:phi0975.phi001,2405
urn:cts:latinLit:phi0978.phi001,19080
urn:cts:latinLit:phi1002.phi001,19082
urn:cts:latinLit:phi1014.phi001,15705
urn:cts:latinLit:phi1014.phi002,3136
urn:cts:latinLit:phi1014.phi003,2815
urn:cts:latinLit:phi1014.phi004,145
urn:cts:latinLit:phi1017.phi001,7513
urn:cts:latinLit:phi1017.phi002,6700
urn:cts:latinLit:phi1017.phi003,4076
urn:cts:latinLit:phi1017.phi004,5563
urn:cts:latinLit:phi1017.phi005,7076
urn:cts:latinLit:phi1017.phi006,5782
urn:cts:latinLit:phi1017.phi007,5457
urn:cts:latinLit:phi1017.phi008,6169
urn:cts:latinLit:phi1017.phi009,11171
urn:cts:latinLit:phi1017.phi010,5030
urn:cts:latinLit:phi1017.phi011,2873
urn:cts:latinLit:phi1017.phi013,8278
urn:cts:latinLit:phi1017.phi014,6917
urn:cts:latinLit:phi1017.phi015,4231
urn:cts:latinLit:phi1020.phi001,6082
urn:cts:latinLit:phi1020.phi002,5469
urn:cts:latinLit:phi1020.phi003,6208
urn:cts:latinLit:phi1035.phi001,5607
urn:cts:latinLit:phi1038.phi001,10009
urn:cts:latinLit:phi1056.phi001,8374
urn:cts:latinLit:phi1103.phi001,243
urn:cts:latinLit:phi1212.phi001,21828
urn:cts:latinLit:phi1212.phi002,6529
urn:cts:latinLit:phi1212.phi003,7855
urn:cts:latinLit:phi1242.phi001,16363
urn:cts:latinLit:phi1254.phi001,9757
urn:cts:latinLit:phi1276.phi001,4495
urn:cts:latinLit:phi1294.phi002,5228
urn:cts:latinLit:phi1318.phi001,9483
urn:cts:latinLit:phi1345.phi001,5686
urn:cts:latinLit:phi1348.abo011,9743
urn:cts:latinLit:phi1348.abo012,13852
urn:cts:latinLit:phi1348.abo013,9288
urn:cts:latinLit:phi1348.abo014,7754
urn:cts:latinLit:phi1348.abo015,6562
urn:cts:latinLit:phi1348.abo016,7938
urn:cts:latinLit:phi1348.abo017,2863
urn:cts:latinLit:phi1348.abo018,1670
urn:cts:latinLit:phi1348.abo019,2400
urn:cts:latinLit:phi1348.abo020,3212
urn:cts:latinLit:phi1348.abo021,1486
urn:cts:latinLit:phi1348.abo022,3581
urn:cts:latinLit:phi1351.phi001,258
urn:cts:latinLit:phi1351.phi002,251
urn:cts:latinLit:phi1351.phi004,12750
urn:cts:latinLit:phi2003.phi001,2833
urn:cts:latinLit:phi2003.phi002,78
urn:cts:latinLit:phi2003.phi003,122
urn:cts:latinLit:phi2003.phi004,2404
urn:cts:latinLit:phi2331.phi001,5132
urn:cts:latinLit:phi2331.phi002,1441
urn:cts:latinLit:phi2331.phi003,2247
urn:cts:latinLit:phi2331.phi004,5507
urn:cts:latinLit:phi2331.phi005,2060
urn:cts:latinLit:phi2331.phi006,2616
urn:cts:latinLit:phi2331.phi007,3470
urn:cts:latinLit:phi2331.phi008,2605
urn:cts:latinLit:phi2331.phi009,1590
urn:cts:latinLit:phi2331.phi010,4218
urn:cts:latinLit:phi2331.phi011,2280
urn:cts:latinLit:phi2331.phi012,2705
urn:cts:latinLit:phi2331.phi013,2040
urn:cts:latinLit:phi2331.phi014,1231
urn:cts:latinLit:phi2331.phi015,2489
urn:cts:latinLit:phi2331.phi016,1673
urn:cts:latinLit:phi2331.phi017,5789
urn:cts:latinLit:phi2331.phi018,10681
urn:cts:latinLit:phi2331.phi019,5424
urn:cts:latinLit:phi2331.phi020,5556
urn:cts:latinLit:phi2331.phi021,3147
urn:cts:latinLit:phi2331.phi022,1027
urn:cts:latinLit:phi2331.phi023,3690
urn:cts:latinLit:phi2331.phi024,6647
urn:cts:latinLit:phi2331.phi025,2983
urn:cts:latinLit:phi2331.phi026,7843
urn:cts:latinLit:phi2331.phi027,3104
urn:cts:latinLit:phi2331.phi028,4139
urn:cts:latinLit:phi2331.phi029,2326
urn:cts:latinLit:phi2331.phi030,2669
urn:cts:latinLit:phi9500.phi035,112
urn:cts:latinLit:stoa0007.stoa002,4648
urn:cts:latinLit:stoa0022.stoa014,10147
urn:cts:latinLit:stoa0022.stoa015,10121
urn:cts:latinLit:stoa0022.stoa019,6596
urn:cts:latinLit:stoa0022.stoa021,8145
urn:cts:latinLit:stoa0022.stoa025,8796
urn:cts:latinLit:stoa0022.stoa029,8569
urn:cts:latinLit:stoa0022.stoa032,5793
urn:cts:latinLit:stoa0022.stoa034,7473
urn:cts:latinLit:stoa0022.stoa035,9674
urn:cts:latinLit:stoa0022.stoa038,7989
urn:cts:latinLit:stoa0022.stoa039,17817
urn:cts:latinLit:stoa0022.stoa042,13988
urn:cts:latinLit:stoa0022.stoa044,10205
urn:cts:latinLit:stoa0022.stoa048,17432
urn:cts:latinLit:stoa0022.stoa051,22645
urn:cts:latinLit:stoa0022.stoa052,9470
urn:cts:latinLit:stoa0022.stoa054,12315
urn:cts:latinLit:stoa0022a.stoa001,85410
urn:cts:latinLit:stoa0023.stoa001,9302
urn:cts:latinLit:stoa0028e.stoa001,6049
urn:cts:latinLit:stoa0034.stoa001,15116
urn:cts:latinLit:stoa0040.stoa001,11613
urn:cts:latinLit:stoa0040.stoa001a,26328
urn:cts:latinLit:stoa0040.stoa003,21695
urn:cts:latinLit:stoa0040.stoa006,5803
urn:cts:latinLit:stoa0040.stoa011,717
urn:cts:latinLit:stoa0040.stoa014a,10972
urn:cts:latinLit:stoa0040.stoa015b,674
urn:cts:latinLit:stoa0040.stoa016,9968
urn:cts:latinLit:stoa0040.stoa017,17494
urn:cts:latinLit:stoa0040.stoa019,18986
urn:cts:latinLit:stoa0040.stoa020,22439
urn:cts:latinLit:stoa0040.stoa021,11104
urn:cts:latinLit:stoa0040.stoa021a,13013
urn:cts:latinLit:stoa0040.stoa023,12456
urn:cts:latinLit:stoa0040.stoa024,26421
urn:cts:latinLit:stoa0040.stoa024b,6566
urn:cts:latinLit:stoa0040.stoa025,13729
urn:cts:latinLit:stoa0040.stoa027,34782
urn:cts:latinLit:stoa0040.stoa029,11873
urn:cts:latinLit:stoa0040.stoa029a,15097
urn:cts:latinLit:stoa0040.stoa031,10269
urn:cts:latinLit:stoa0040.stoa031a,6941
urn:cts:latinLit:stoa0040.stoa032,7432
urn:cts:latinLit:stoa0040.stoa033,10323
urn:cts:latinLit:stoa0040.stoa033a,9766
urn:cts:latinLit:stoa0040.stoa034,7447
urn:cts:latinLit:stoa0040.stoa035,8915
urn:cts:latinLit:stoa0040.stoa035a,7599
urn:cts:latinLit:stoa0040.stoa036,7510
urn:cts:latinLit:stoa0040.stoa037,35251
urn:cts:latinLit:stoa0040.stoa037a,8755
urn:cts:latinLit:stoa0040.stoa037c,6750
urn:cts:latinLit:stoa0040.stoa038a,3604
urn:cts:latinLit:stoa0040.stoa040,6633
urn:cts:latinLit:stoa0040.stoa041,12290
urn:cts:latinLit:stoa0040.stoa042,10574
urn:cts:latinLit:stoa0040.stoa042a,12608
urn:cts:latinLit:stoa0040.stoa044,15526
urn:cts:latinLit:stoa0040.stoa046,9997
urn:cts:latinLit:stoa0040.stoa050,11903
urn:cts:latinLit:stoa0040.stoa053,7991
urn:cts:latinLit:stoa0040.stoa054,16738
urn:cts:latinLit:stoa0040.stoa055,12563
urn:cts:latinLit:stoa0040.stoa056,11246
urn:cts:latinLit:stoa0040.stoa056a,14278
urn:cts:latinLit:stoa0040.stoa056b,5251
urn:cts:latinLit:stoa0040.stoa056c,9428
urn:cts:latinLit:stoa0040.stoa057,15969
urn:cts:latinLit:stoa0040.stoa057a,9956
urn:cts:latinLit:stoa0040.stoa060,12308
urn:cts:latinLit:stoa0040.stoa062,193
urn:cts:latinLit:stoa0040.stoa063,142
urn:cts:latinLit:stoa0040.stoa064,10853
urn:cts:latinLit:stoa0040.stoa066c,3677
urn:cts:latinLit:stoa0040.stoa070,6341
urn:cts:latinLit:stoa0040.stoa070a,5279
urn:cts:latinLit:stoa0040.stoa072,2291
urn:cts:latinLit:stoa0040.stoa074,31597
urn:cts:latinLit:stoa0040.stoa077,17842
urn:cts:latinLit:stoa0040.stoa077c,2967
urn:cts:latinLit:stoa0040.stoa077d,1488
urn:cts:latinLit:stoa0040.stoa080,61095
urn:cts:latinLit:stoa0040.stoa080a,51738
urn:cts:latinLit:stoa0045.stoa001,127
urn:cts:latinLit:stoa0045.stoa002,597
urn:cts:latinLit:stoa0045.stoa003,1559
urn:cts:latinLit:stoa0045.stoa004,263
urn:cts:latinLit:stoa0045.stoa005,743
urn:cts:latinLit:stoa0045.stoa006,248
urn:cts:latinLit:stoa0045.stoa007,410
urn:cts:latinLit:stoa0045.stoa008,556
urn:cts:latinLit:stoa0045.stoa009,492
urn:cts:latinLit:stoa0045.stoa010,119
urn:cts:latinLit:stoa0045.stoa011,2071
urn:cts:latinLit:stoa0045.stoa012,60
urn:cts:latinLit:stoa0045.stoa013,171
urn:cts:latinLit:stoa0045.stoa014,4143
urn:cts:latinLit:stoa0045.stoa015,597
urn:cts:latinLit:stoa0045.stoa016,630
urn:cts:latinLit:stoa0045.stoa017,145
urn:cts:latinLit:stoa0045.stoa018,1377
urn:cts:latinLit:stoa0045.stoa019,2957
urn:cts:latinLit:stoa0045.stoa020,211
urn:cts:latinLit:stoa0045.stoa021,264
urn:cts:latinLit:stoa0045.stoa022,199
urn:cts:latinLit:stoa0045.stoa025,247
urn:cts:latinLit:stoa0045.stoa026,359
urn:cts:latinLit:stoa0045.stoa027,195
urn:cts:latinLit:stoa0045.stoa028,199
urn:cts:latinLit:stoa0045a.stoa001,18865
urn:cts:latinLit:stoa0054.stoa001a,4005
urn:cts:latinLit:stoa0058.stoa001,6850
urn:cts:latinLit:stoa0058.stoa003,1392
urn:cts:latinLit:stoa0058.stoa006,1932
urn:cts:latinLit:stoa0058.stoa007,16436
urn:cts:latinLit:stoa0058.stoa023,5900
urn:cts:latinLit:stoa0058.stoa025,2907
urn:cts:latinLit:stoa0058.stoa028,561
urn:cts:latinLit:stoa0076c.stoa001,8293
urn:cts:latinLit:stoa0076c.stoa002,6686
urn:cts:latinLit:stoa0076c.stoa003,9685
urn:cts:latinLit:stoa0089.stoa001,1456
urn:cts:latinLit:stoa0089.stoa002,3165
urn:cts:latinLit:stoa0089.stoa003,4045
urn:cts:latinLit:stoa0089.stoa004,3020
urn:cts:latinLit:stoa0089.stoa005,2899
urn:cts:latinLit:stoa0089.stoa006,2067
urn:cts:latinLit:stoa0089.stoa007,187
urn:cts:latinLit:stoa0089.stoa008,4091
urn:cts:latinLit:stoa0089.stoa009,3309
urn:cts:latinLit:stoa0089.stoa010,1279
urn:cts:latinLit:stoa0089.stoa011,3966
urn:cts:latinLit:stoa0089.stoa012,4018
urn:cts:latinLit:stoa0089.stoa013,2039
urn:cts:latinLit:stoa0089.stoa014,1705
urn:cts:latinLit:stoa0089a.stoa001,14921
urn:cts:latinLit:stoa0089a.stoa002,1677
urn:cts:latinLit:stoa0096.stoa003,4300
urn:cts:latinLit:stoa0096.stoa004,7323
urn:cts:latinLit:stoa0104a.stoa001,2747
urn:cts:latinLit:stoa0104a.stoa002,4593
urn:cts:latinLit:stoa0104a.stoa003,4118
urn:cts:latinLit:stoa0104a.stoa004,4065
urn:cts:latinLit:stoa0104a.stoa005,6418
urn:cts:latinLit:stoa0104a.stoa006,1771
urn:cts:latinLit:stoa0104a.stoa007,5914
urn:cts:latinLit:stoa0104a.stoa008,3922
urn:cts:latinLit:stoa0104a.stoa009,4822
urn:cts:latinLit:stoa0104a.stoa010,5050
urn:cts:latinLit:stoa0104a.stoa011,2929
urn:cts:latinLit:stoa0104a.stoa012,5022
urn:cts:latinLit:stoa0104a.stoa013,3819
urn:cts:latinLit:stoa0104a.stoa014,14549
urn:cts:latinLit:stoa0104a.stoa015,6242
urn:cts:latinLit:stoa0104c.stoa001,9257
urn:cts:latinLit:stoa0104p.stoa001,3989
urn:cts:latinLit:stoa0104p.stoa002,2396
urn:cts:latinLit:stoa0104p.stoa003,2498
urn:cts:latinLit:stoa0104p.stoa005,2484
urn:cts:latinLit:stoa0104p.stoa006,8655
urn:cts:latinLit:stoa0104p.stoa007,4737
urn:cts:latinLit:stoa0104p.stoa008,2935
urn:cts:latinLit:stoa0104p.stoa009,5080
urn:cts:latinLit:stoa0104p.stoa010,6941
urn:cts:latinLit:stoa0104p.stoa011,11571
urn:cts:latinLit:stoa0104p.stoa013,1983
urn:cts:latinLit:stoa0104p.stoa014,4304
urn:cts:latinLit:stoa0104p.stoa015,904
urn:cts:latinLit:stoa0104p.stoa016,2161
urn:cts:latinLit:stoa0104p.stoa018,2088
urn:cts:latinLit:stoa0104p.stoa019,367
urn:cts:latinLit:stoa0104p.stoa020,2155
urn:cts:latinLit:stoa0104p.stoa021,576
urn:cts:latinLit:stoa0111.stoa001,1015
urn:cts:latinLit:stoa0114a.stoa001,665
urn:cts:latinLit:stoa0114a.stoa002,587
urn:cts:latinLit:stoa0114a.stoa003,5891
urn:cts:latinLit:stoa0114a.stoa004,16490
urn:cts:latinLit:stoa0114a.stoa005,2181
urn:cts:latinLit:stoa0114a.stoa006,4812
urn:cts:latinLit:stoa0114a.stoa007,1456
urn:cts:latinLit:stoa0114a.stoa008,7101
urn:cts:latinLit:stoa0114a.stoa011,1598
urn:cts:latinLit:stoa0114a.stoa012,7999
urn:cts:latinLit:stoa0114a.stoa013,265
urn:cts:latinLit:stoa0114a.stoa014,662
urn:cts:latinLit:stoa0114a.stoa015,10668
urn:cts:latinLit:stoa0117.stoa001,3839
urn:cts:latinLit:stoa0117.stoa002,8765
urn:cts:latinLit:stoa0117.stoa003,14599
urn:cts:latinLit:stoa0117.stoa004,1664
urn:cts:latinLit:stoa0117p.stoa001,1527
urn:cts:latinLit:stoa0119.stoa001,826
urn:cts:latinLit:stoa0119.stoa002,620
urn:cts:latinLit:stoa0119.stoa003,4327
urn:cts:latinLit:stoa0120c.stoa001,6730
urn:cts:latinLit:stoa0120d.stoa001,7237
urn:cts:latinLit:stoa0121g.stoa001,12239
urn:cts:latinLit:stoa0121g.stoa002,6129
urn:cts:latinLit:stoa0121g.stoa003,11737
urn:cts:latinLit:stoa0121g.stoa004,28026
urn:cts:latinLit:stoa0121g.stoa005,1500
urn:cts:latinLit:stoa0122a.stoa001,906
urn:cts:latinLit:stoa0123a.stoa001,1505
urn:cts:latinLit:stoa0149b.stoa001,8345
urn:cts:latinLit:stoa0149b.stoa002,10593
urn:cts:latinLit:stoa0149b.stoa003,318
urn:cts:latinLit:stoa0149b.stoa004,828
urn:cts:latinLit:stoa0149b.stoa005,255
urn:cts:latinLit:stoa0149b.stoa006,563
urn:cts:latinLit:stoa0149b.stoa007,602
urn:cts:latinLit:stoa0149b.stoa008,1083
urn:cts:latinLit:stoa0149b.stoa009,6426
urn:cts:latinLit:stoa0149c.stoa001,110
urn:cts:latinLit:stoa0149p.stoa001,733
urn:cts:latinLit:stoa0149p.stoa002,2708
urn:cts:latinLit:stoa0149p.stoa003,1301
urn:cts:latinLit:stoa0162.stoa004,11423
urn:cts:latinLit:stoa0162.stoa024,14867
urn:cts:latinLit:stoa0169a.stoa002,5136
urn:cts:latinLit:stoa0171.stoa001,1069
urn:cts:latinLit:stoa0171.stoa002,606
urn:cts:latinLit:stoa0171.stoa004,517
urn:cts:latinLit:stoa0171.stoa006,2044
urn:cts:latinLit:stoa0171.stoa007,1069
urn:cts:latinLit:stoa0171.stoa008,520
urn:cts:latinLit:stoa0171.stoa009,18636
urn:cts:latinLit:stoa0171.stoa010,1200
urn:cts:latinLit:stoa0180a.stoa001,8559
urn:cts:latinLit:stoa0180a.stoa002,20708
urn:cts:latinLit:stoa0180a.stoa003,8622
urn:cts:latinLit:stoa0180a.stoa004,21781
urn:cts:latinLit:stoa0180a.stoa005,2951
urn:cts:latinLit:stoa0180a.stoa006,8986
urn:cts:latinLit:stoa0195a.stoa002,887
urn:cts:latinLit:stoa0203.stoa001,544
urn:cts:latinLit:stoa0215a.stoa001,6558
urn:cts:latinLit:stoa0215a.stoa002,9088
urn:cts:latinLit:stoa0215b.stoa001,3981
urn:cts:latinLit:stoa0215b.stoa002,671
urn:cts:latinLit:stoa0215b.stoa003,337
urn:cts:latinLit:stoa0215c.stoa001,17263
urn:cts:latinLit:stoa0215c.stoa002,604
urn:cts:latinLit:stoa0215c.stoa003,1130
urn:cts:latinLit:stoa0222a.stoa001,769
urn:cts:latinLit:stoa0223.stoa001,5416
urn:cts:latinLit:stoa0223.stoa002,717
urn:cts:latinLit:stoa0223a.stoa001,3953
urn:cts:latinLit:stoa0224b.stoa001,5284
urn:cts:latinLit:stoa0224b.stoa002,521
urn:cts:latinLit:stoa0224b.stoa003,158
urn:cts:latinLit:stoa0227b.stoa001,4479
urn:cts:latinLit:stoa0233d.stoa001,4216
urn:cts:latinLit:stoa0233d.stoa002,844
urn:cts:latinLit:stoa0233h.stoa001,943
urn:cts:latinLit:stoa0234e.stoa001,4174
urn:cts:latinLit:stoa0234e.stoa002,6417
urn:cts:latinLit:stoa0234f.stoa001,4972
urn:cts:latinLit:stoa0238.stoa001,6078
urn:cts:latinLit:stoa0238.stoa002,5673
urn:cts:latinLit:stoa0238.stoa003,234
urn:cts:latinLit:stoa0238.stoa004,1061
urn:cts:latinLit:stoa0238.stoa005,7097
urn:cts:latinLit:stoa0238.stoa006,6087
urn:cts:latinLit:stoa0238.stoa007,7525
urn:cts:latinLit:stoa0238.stoa008,1251
urn:cts:latinLit:stoa0238.stoa009,136
urn:cts:latinLit:stoa0241d.stoa002,12438
urn:cts:latinLit:stoa0244d.stoa005,15829
urn:cts:latinLit:stoa0245a.stoa001,15184
urn:cts:latinLit:stoa0245c.stoa001,289
urn:cts:latinLit:stoa0249a.stoa002,8365
urn:cts:latinLit:stoa0249a.stoa003,1920
urn:cts:latinLit:stoa0249a.stoa004,7521
urn:cts:latinLit:stoa0251.stoa001,1734
urn:cts:latinLit:stoa0252.stoa001,299
urn:cts:latinLit:stoa0252.stoa002,2786
urn:cts:latinLit:stoa0252.stoa003,788
urn:cts:latinLit:stoa0252.stoa006,1127
urn:cts:latinLit:stoa0252.stoa007,697
urn:cts:latinLit:stoa0252.stoa008,5673
urn:cts:latinLit:stoa0255.stoa004,606
urn:cts:latinLit:stoa0255.stoa006,697
urn:cts:latinLit:stoa0255.stoa007,599
urn:cts:latinLit:stoa0255.stoa008,544
urn:cts:latinLit:stoa0255.stoa009,445
urn:cts:latinLit:stoa0255.stoa010,9664
urn:cts:latinLit:stoa0255.stoa011,491
urn:cts:latinLit:stoa0255.stoa012,967
urn:cts:latinLit:stoa0255.stoa013,947
urn:cts:latinLit:stoa0255.stoa014,490
urn:cts:latinLit:stoa0270.stoa001,12732
urn:cts:latinLit:stoa0270.stoa002,362
urn:cts:latinLit:stoa0270.stoa003,6768
urn:cts:latinLit:stoa0270.stoa005,1092
urn:cts:latinLit:stoa0270p.stoa001,5296
urn:cts:latinLit:stoa0275.stoa001,1487
urn:cts:latinLit:stoa0275.stoa002,7865
urn:cts:latinLit:stoa0275.stoa003,1502
urn:cts:latinLit:stoa0275.stoa004,11196
urn:cts:latinLit:stoa0275.stoa005,11186
urn:cts:latinLit:stoa0275.stoa006,33546
urn:cts:latinLit:stoa0275.stoa007,14638
urn:cts:latinLit:stoa0275.stoa008,6400
urn:cts:latinLit:stoa0275.stoa009,1285
urn:cts:latinLit:stoa0275.stoa010,23691
urn:cts:latinLit:stoa0275.stoa011,4298
urn:cts:latinLit:stoa0275.stoa012,9503
urn:cts:latinLit:stoa0275.stoa013,4867
urn:cts:latinLit:stoa0275.stoa014,5124
urn:cts:latinLit:stoa0275.stoa015,3905
urn:cts:latinLit:stoa0275.stoa016,5314
urn:cts:latinLit:stoa0275.stoa017,6923
urn:cts:latinLit:stoa0275.stoa018,5929
urn:cts:latinLit:stoa0275.stoa019,6992
urn:cts:latinLit:stoa0275.stoa020,4508
urn:cts:latinLit:stoa0275.stoa021,4074
urn:cts:latinLit:stoa0275.stoa022,3426
urn:cts:latinLit:stoa0275.stoa023,4545
urn:cts:latinLit:stoa0275.stoa024,8304
urn:cts:latinLit:stoa0275.stoa025,13503
urn:cts:latinLit:stoa0275.stoa026,22721
urn:cts:latinLit:stoa0275.stoa027,6396
urn:cts:latinLit:stoa0275.stoa028,2261
urn:cts:latinLit:stoa0275.stoa029,5569
urn:cts:latinLit:stoa0275.stoa030,8048
urn:cts:latinLit:stoa0276.stoa002,2132
urn:cts:latinLit:stoa0276.stoa003,2559
urn:cts:latinLit:stoa0276.stoa006,700
urn:cts:latinLit:stoa0276.stoa010,1094
urn:cts:latinLit:stoa0278a.stoa001,2515
urn:cts:latinLit:stoa0292a.stoa004,2657
urn:cts:latinLit:stoa0292b.stoa001,5031
urn:cts:latinLit:stoa0292d.stoa001,9422
urn:cts:latinLit:stoa0292e.stoa001,1266
urn:cts:latinLit:stoa0292e.stoa002,1282
urn:cts:latinLit:stoa0292p.stoa001,1221
urn:cts:latinLit:stoa0292p.stoa002,311
urn:cts:latinLit:stoa0329.stoa001,4042
urn:cts:latinLit:stoa0329c.stoa001,542
urn:cts:latinLit:stoa0367.stoa001,6667
