work,words
urn:cts:greekLit:tlg0059.tlg014,4373
urn:cts:greekLit:tlg0059.tlg015,2395
urn:cts:greekLit:tlg0059.tlg016,2387
urn:cts:greekLit:tlg0059.tlg017,3583
urn:cts:greekLit:tlg0059.tlg018,8304
urn:cts:greekLit:tlg0059.tlg019,7930
urn:cts:greekLit:tlg0059.tlg020,6655
urn:cts:greekLit:tlg0059.tlg021,12189
urn:cts:greekLit:tlg0059.tlg022,17229
urn:cts:greekLit:tlg0059.tlg023,27303
urn:cts:greekLit:tlg0059.tlg024,10241
urn:cts:greekLit:tlg0059.tlg025,8763
urn:cts:greekLit:tlg0059.tlg026,4395
urn:cts:greekLit:tlg0059.tlg027,4015
urn:cts:greekLit:tlg0059.tlg028,4846
urn:cts:greekLit:tlg0059.tlg029,1552
urn:cts:greekLit:tlg0059.tlg030,10219
urn:cts:greekLit:tlg0059.tlg031,23747
urn:cts:greekLit:tlg0059.tlg032,4958
urn:cts:greekLit:tlg0059.tlg033,3019
urn:cts:greekLit:tlg0059.tlg034,12230
urn:cts:greekLit:tlg0059.tlg035,6328
urn:cts:greekLit:tlg0059.tlg036,8806
urn:cts:greekLit:tlg0059.tlg037,1727
urn:cts:greekLit:tlg0060.tlg001,31618
urn:cts:greekLit:tlg0062.tlg001,1971
urn:cts:greekLit:tlg0062.tlg002,969
urn:cts:greekLit:tlg0062.tlg003,1031
urn:cts:greekLit:tlg0062.tlg004,762
urn:cts:greekLit:tlg0062.tlg005,607
urn:cts:greekLit:tlg0062.tlg006,1185
urn:cts:greekLit:tlg0062.tlg007,4045
urn:cts:greekLit:tlg0062.tlg008,3114
urn:cts:greekLit:tlg0062.tlg009,3162
urn:cts:greekLit:tlg0062.tlg010,969
urn:cts:greekLit:tlg0062.tlg011,2120
urn:cts:greekLit:tlg0062.tlg012,5648
urn:cts:greekLit:tlg0062.tlg013,3177
urn:cts:greekLit:tlg0062.tlg014,1162
urn:cts:greekLit:tlg0062.tlg015,4741
urn:cts:greekLit:tlg0062.tlg016,4035
urn:cts:greekLit:tlg0062.tlg017,2330
urn:cts:greekLit:tlg0062.tlg018,6703
urn:cts:greekLit:tlg0062.tlg019,5714
urn:cts:greekLit:tlg0062.tlg020,2384
urn:cts:greekLit:tlg0062.tlg021,5262
urn:cts:greekLit:tlg0062.tlg022,6021
urn:cts:greekLit:tlg0062.tlg023,4233
urn:cts:greekLit:tlg0062.tlg024,3651
urn:cts:greekLit:tlg0062.tlg025,6428
urn:cts:greekLit:tlg0062.tlg026,5760
urn:cts:greekLit:tlg0062.tlg027,1796
urn:cts:greekLit:tlg0062.tlg028,3824
urn:cts:greekLit:tlg0062.tlg029,1806
urn:cts:greekLit:tlg0062.tlg030,6548
urn:cts:greekLit:tlg0062.tlg031,6306
urn:cts:greekLit:tlg0062.tlg032,2059
urn:cts:greekLit:tlg0062.tlg033,7115
urn:cts:greekLit:tlg0062.tlg034,6435
urn:cts:greekLit:tlg0062.tlg035,3335
urn:cts:greekLit:tlg0062.tlg036,1800
urn:cts:greekLit:tlg0062.tlg037,3550
urn:cts:greekLit:tlg0062.tlg038,6972
urn:cts:greekLit:tlg0062.tlg039,3261
urn:cts:greekLit:tlg0062.tlg040,3531
urn:cts:greekLit:tlg0062.tlg041,6304
urn:cts:greekLit:tlg0062.tlg042,4259
urn:cts:greekLit:tlg0062.tlg043,3208
urn:cts:greekLit:tlg0062.tlg044,9762
urn:cts:greekLit:tlg0062.tlg045,7045
urn:cts:greekLit:tlg0062.tlg046,2873
urn:cts:greekLit:tlg0062.tlg047,1341
urn:cts:greekLit:tlg0062.tlg048,2011
urn:cts:greekLit:tlg0062.tlg049,3936
urn:cts:greekLit:tlg0062.tlg050,1855
urn:cts:greekLit:tlg0062.tlg051,2928
urn:cts:greekLit:tlg0062.tlg052,4816
urn:cts:greekLit:tlg0062.tlg053,7588
urn:cts:greekLit:tlg0062.tlg054,936
urn:cts:greekLit:tlg0062.tlg055,5244
urn:cts:greekLit:tlg0062.tlg056,931
urn:cts:greekLit:tlg0062.tlg057,1589
urn:cts:greekLit:tlg0062.tlg058,1595
urn:cts:greekLit:tlg0062.tlg059,2069
urn:cts:greekLit:tlg0062.tlg060,983
urn:cts:greekLit:tlg0062.tlg061,939
urn:cts:greekLit:tlg0062.tlg062,1834
urn:cts:greekLit:tlg0062.tlg063,14258
urn:cts:greekLit:tlg0062.tlg064,1010
urn:cts:greekLit:tlg0062.tlg065,5407
urn:cts:greekLit:tlg0062.tlg066,1154
urn:cts:greekLit:tlg0062.tlg067,459
urn:cts:greekLit:tlg0062.tlg068,655
urn:cts:greekLit:tlg0062.tlg069,850
urn:cts:greekLit:tlg0062.tlg070,1830
urn:cts:greekLit:tlg0062.tlg071,1761
urn:cts:greekLit:tlg0064.tlg001,644
urn:cts:greekLit:tlg0065.tlg001,68
urn:cts:greekLit:tlg0066.tlg001,1710
urn:cts:greekLit:tlg0067.tlg001,19843
urn:cts:greekLit:tlg0068.tlg001,4217
urn:cts:greekLit:tlg0069.tlg001,659
urn:cts:greekLit:tlg0070.tlg001,869
urn:cts:greekLit:tlg0071.tlg001,6292
urn:cts:greekLit:tlg0074.tlg001,12661
urn:cts:greekLit:tlg0074.tlg002,493
urn:cts:greekLit:tlg0074.tlg003,451
urn:cts:greekLit:tlg0074.tlg004,254
urn:cts:greekLit:tlg0074.tlg005,493
urn:cts:greekLit:tlg0074.tlg006,1265
urn:cts:greekLit:tlg0074.tlg008,196
urn:cts:greekLit:tlg0075.tlg001,5508
urn:cts:greekLit:tlg0077.tlg001,979
urn:cts:greekLit:tlg0081.tlg001,28549
urn:cts:greekLit:tlg0081.tlg002,878
urn:cts:greekLit:tlg0081.tlg003,7766
urn:cts:greekLit:tlg0081.tlg004,6404
urn:cts:greekLit:tlg0081.tlg005,5340
urn:cts:greekLit:tlg0081.tlg006,22093
urn:cts:greekLit:tlg0081.tlg007,261
urn:cts:greekLit:tlg0081.tlg008,3417
urn:cts:greekLit:tlg0081.tlg009,4208
urn:cts:greekLit:tlg0081.tlg010,16869
urn:cts:greekLit:tlg0081.tlg011,2612
urn:cts:greekLit:tlg0081.tlg012,20892
urn:cts:greekLit:tlg0081.tlg013,9661
urn:cts:greekLit:tlg0081.tlg014,1770
urn:cts:greekLit:tlg0081.tlg015,1366
urn:cts:greekLit:tlg0081.tlg016,6069
urn:cts:greekLit:tlg0082.tlg001,27551
urn:cts:greekLit:tlg0082.tlg002,26054
urn:cts:greekLit:tlg0082.tlg003,12912
urn:cts:greekLit:tlg0082.tlg004,19429
urn:cts:greekLit:tlg0083.tlg003,209
urn:cts:greekLit:tlg0084.tlg001,7623
urn:cts:greekLit:tlg0085.tlg001,4977
urn:cts:greekLit:tlg0085.tlg002,5221
urn:cts:greekLit:tlg0085.tlg003,5943
urn:cts:greekLit:tlg0085.tlg004,5157
urn:cts:greekLit:tlg0085.tlg005,8256
urn:cts:greekLit:tlg0085.tlg006,5463
urn:cts:greekLit:tlg0085.tlg007,5320
urn:cts:greekLit:tlg0086.tlg001,37443
urn:cts:greekLit:tlg0086.tlg002,8072
urn:cts:greekLit:tlg0086.tlg003,16949
urn:cts:greekLit:tlg0086.tlg004,3492
urn:cts:greekLit:tlg0086.tlg005,10410
urn:cts:greekLit:tlg0086.tlg006,10316
urn:cts:greekLit:tlg0086.tlg007,1630
urn:cts:greekLit:tlg0086.tlg008,1205
urn:cts:greekLit:tlg0086.tlg011,795
urn:cts:greekLit:tlg0086.tlg012,12002
urn:cts:greekLit:tlg0086.tlg013,9801
urn:cts:greekLit:tlg0086.tlg014,15646
urn:cts:greekLit:tlg0086.tlg015,6390
urn:cts:greekLit:tlg0086.tlg016,2436
urn:cts:greekLit:tlg0086.tlg017,6272
urn:cts:greekLit:tlg0086.tlg018,1852
urn:cts:greekLit:tlg0086.tlg019,2959
urn:cts:greekLit:tlg0086.tlg020,1792
urn:cts:greekLit:tlg0086.tlg021,4127
urn:cts:greekLit:tlg0086.tlg022,12406
urn:cts:greekLit:tlg0086.tlg023,1119
urn:cts:greekLit:tlg0086.tlg024,2518
urn:cts:greekLit:tlg0086.tlg026,11019
urn:cts:greekLit:tlg0086.tlg027,267
urn:cts:greekLit:tlg0086.tlg030,10554
urn:cts:greekLit:tlg0086.tlg031,11381
urn:cts:greekLit:tlg0086.tlg032,2466
urn:cts:greekLit:tlg0086.tlg034,10194
urn:cts:greekLit:tlg0086.tlg036,5377
urn:cts:greekLit:tlg0086.tlg037,6086
urn:cts:greekLit:tlg0086.tlg039,6057
urn:cts:greekLit:tlg0086.tlg040,14114
urn:cts:greekLit:tlg0086.tlg041,1583
urn:cts:greekLit:tlg0086.tlg042,2992
urn:cts:greekLit:tlg0086.tlg043,3478
urn:cts:greekLit:tlg0086.tlg044,8379
urn:cts:greekLit:tlg0086.tlg046,432
urn:cts:greekLit:tlg0086.tlg047,2145
urn:cts:greekLit:tlg0086.tlg048,5466
urn:cts:greekLit:tlg0086.tlg052,2465
urn:cts:greekLit:tlg0086.tlg054,2383
urn:cts:greekLit:tlg0087.tlg001,141582
urn:cts:greekLit:tlg0087.tlg002,2865
urn:cts:greekLit:tlg0087.tlg004,3955
urn:cts:greekLit:tlg0087.tlg005,73
urn:cts:greekLit:tlg0087.tlg006,149
urn:cts:greekLit:tlg0087.tlg007,3194
urn:cts:greekLit:tlg0087.tlg008,1153
urn:cts:greekLit:tlg0087.tlg009,56077
urn:cts:greekLit:tlg0087.tlg009a,269
urn:cts:greekLit:tlg0087.tlg010,6037
urn:cts:greekLit:tlg0087.tlg011,36153
urn:cts:greekLit:tlg0087.tlg012,7984
urn:cts:greekLit:tlg0087.tlg013,48227
urn:cts:greekLit:tlg0087.tlg014,53
urn:cts:greekLit:tlg0087.tlg015,83
urn:cts:greekLit:tlg0087.tlg016,97
urn:cts:greekLit:tlg0087.tlg017,76
urn:cts:greekLit:tlg0087.tlg018,1499
urn:cts:greekLit:tlg0087.tlg019,148
urn:cts:greekLit:tlg0087.tlg020,102
urn:cts:greekLit:tlg0087.tlg021,1628
urn:cts:greekLit:tlg0087.tlg022,1533
urn:cts:greekLit:tlg0087.tlg023,482
urn:cts:greekLit:tlg0087.tlg024,54
urn:cts:greekLit:tlg0087.tlg025,638
urn:cts:greekLit:tlg0087.tlg026,14650
urn:cts:greekLit:tlg0087.tlg027,1849
urn:cts:greekLit:tlg0087.tlg028,237
urn:cts:greekLit:tlg0087.tlg029,59
urn:cts:greekLit:tlg0087.tlg030,509
urn:cts:greekLit:tlg0087.tlg031,44
urn:cts:greekLit:tlg0087.tlg032,44
urn:cts:greekLit:tlg0087.tlg033,5716
urn:cts:greekLit:tlg0088.tlg001,9058
urn:cts:greekLit:tlg0090.tlg001,664
urn:cts:greekLit:tlg0092.tlg001,1181
urn:cts:greekLit:tlg0093.ogl001,703
urn:cts:greekLit:tlg0093.ogl002,1573
urn:cts:greekLit:tlg0093.tlg001,12725
urn:cts:greekLit:tlg0093.tlg002,13764
urn:cts:greekLit:tlg0093.tlg003,9048
urn:cts:greekLit:tlg0093.tlg004,4290
urn:cts:greekLit:tlg0093.tlg005,877
urn:cts:greekLit:tlg0093.tlg006,3372
urn:cts:greekLit:tlg0093.tlg009,349
urn:cts:greekLit:tlg0093.tlg010x01,704
urn:cts:greekLit:tlg0093.tlg010x02,942
urn:cts:greekLit:tlg0093.tlg010x03,1561
urn:cts:greekLit:tlg0093.tlg010x04,1434
urn:cts:greekLit:tlg0093.tlg010x05,927
urn:cts:greekLit:tlg0093.tlg010x06,2417
urn:cts:greekLit:tlg0093.tlg010x07,295
urn:cts:greekLit:tlg0093.tlg010x08,97
urn:cts:greekLit:tlg0093.tlg010x09,1334
urn:cts:greekLit:tlg0094.tlg001,611
urn:cts:greekLit:tlg0094.tlg002,7902
urn:cts:greekLit:tlg0094.tlg003,5132
urn:cts:greekLit:tlg0096.tlg002,43721
urn:cts:greekLit:tlg0097.tlg001,1747
urn:cts:greekLit:tlg0098.tlg001,4697
urn:cts:greekLit:tlg0099.tlg001,23904
urn:cts:greekLit:tlg0099.tlg004,5153
urn:cts:greekLit:tlg0199.tlg001,758
urn:cts:greekLit:tlg0199.tlg002,537
urn:cts:greekLit:tlg0233.tlg001,356
urn:cts:greekLit:tlg0317.tlg001,12548
urn:cts:greekLit:tlg0317.tlg002,2520
urn:cts:greekLit:tlg0319.tlg004,4125
urn:cts:greekLit:tlg0357.tlg001,1310
urn:cts:greekLit:tlg0358.tlg001,12318
urn:cts:greekLit:tlg0358.tlg002,5108
urn:cts:greekLit:tlg0358.tlg004,2408
urn:cts:greekLit:tlg0358.tlg005,1218
urn:cts:greekLit:tlg0361.tlg001,3710
urn:cts:greekLit:tlg0362.tlg001,1258
urn:cts:greekLit:tlg0363.tlg001,18551
urn:cts:greekLit:tlg0363.tlg011,1627
urn:cts:greekLit:tlg0509.tlg001,291
urn:cts:greekLit:tlg0521.tlg008,2572
urn:cts:greekLit:tlg0525.tlg001,28666
urn:cts:greekLit:tlg0526.tlg003,10700
urn:cts:greekLit:tlg0527.tlg001,1536
urn:cts:greekLit:tlg0527.tlg002,1096
urn:cts:greekLit:tlg0527.tlg003,1479
urn:cts:greekLit:tlg0527.tlg004,1392
urn:cts:greekLit:tlg0527.tlg005,1605
urn:cts:greekLit:tlg0527.tlg006,1062
urn:cts:greekLit:tlg0527.tlg008,1330
urn:cts:greekLit:tlg0527.tlg010,598
urn:cts:greekLit:tlg0527.tlg011,1446
urn:cts:greekLit:tlg0527.tlg012,1298
urn:cts:greekLit:tlg0527.tlg013,1856
urn:cts:greekLit:tlg0527.tlg014,1200
urn:cts:greekLit:tlg0527.tlg015,1087
urn:cts:greekLit:tlg0527.tlg016,1193
urn:cts:greekLit:tlg0527.tlg017,1865
urn:cts:greekLit:tlg0527.tlg018,1080
urn:cts:greekLit:tlg0527.tlg019,1250
urn:cts:greekLit:tlg0527.tlg020,924
urn:cts:greekLit:tlg0527.tlg021,558
urn:cts:greekLit:tlg0527.tlg023,1803
urn:cts:greekLit:tlg0527.tlg024,1061
urn:cts:greekLit:tlg0527.tlg025,1072
urn:cts:greekLit:tlg0527.tlg026,636
urn:cts:greekLit:tlg0527.tlg027,1821
urn:cts:greekLit:tlg0527.tlg028,687
urn:cts:greekLit:tlg0527.tlg029,936
urn:cts:greekLit:tlg0527.tlg031,287
urn:cts:greekLit:tlg0527.tlg032,513
urn:cts:greekLit:tlg0527.tlg033,465
urn:cts:greekLit:tlg0527.tlg034,547
urn:cts:greekLit:tlg0527.tlg035,824
urn:cts:greekLit:tlg0527.tlg036,576
urn:cts:greekLit:tlg0527.tlg037,495
urn:cts:greekLit:tlg0527.tlg038,429
urn:cts:greekLit:tlg0527.tlg039,768
urn:cts:greekLit:tlg0527.tlg040,455
urn:cts:greekLit:tlg0527.tlg041,395
urn:cts:greekLit:tlg0527.tlg042,383
urn:cts:greekLit:tlg0527.tlg043,395
urn:cts:greekLit:tlg0527.tlg044,508
urn:cts:greekLit:tlg0527.tlg045,583
urn:cts:greekLit:tlg0527.tlg046,600
urn:cts:greekLit:tlg0527.tlg047,454
urn:cts:greekLit:tlg0527.tlg048,817
urn:cts:greekLit:tlg0527.tlg049,1203
urn:cts:greekLit:tlg0527.tlg050,758
urn:cts:greekLit:tlg0527.tlg051,563
urn:cts:greekLit:tlg0527.tlg052,1262
urn:cts:greekLit:tlg0527.tlg053,1429
urn:cts:greekLit:tlg0527.tlg054,895
urn:cts:greekLit:tlg0527.tlg055,1142
urn:cts:greekLit:tlg0527.tlg056,2101
urn:cts:greekLit:tlg0527.tlg057,1867
urn:cts:greekLit:tlg0527.tlg058,903
urn:cts:greekLit:tlg0527.tlg059,765
urn:cts:greekLit:tlg0529.tlg002,20620
urn:cts:greekLit:tlg0530.tlg005,8071
urn:cts:greekLit:tlg0530.tlg006,9603
urn:cts:greekLit:tlg0530.tlg012,18844
urn:cts:greekLit:tlg0530.tlg029,13427
urn:cts:greekLit:tlg0530.tlg032,2150
urn:cts:greekLit:tlg0530.tlg043,17430
urn:cts:greekLit:tlg0533.tlg006,763
urn:cts:greekLit:tlg0533.tlg007,1167
urn:cts:greekLit:tlg0533.tlg009,398
urn:cts:greekLit:tlg0537.tlg010,4529
urn:cts:greekLit:tlg0537.tlg011,3023
urn:cts:greekLit:tlg0537.tlg012,1332
urn:cts:greekLit:tlg0537.tlg013,1398
urn:cts:greekLit:tlg0537.tlg014,1545
urn:cts:greekLit:tlg0540.tlg001,2408
urn:cts:greekLit:tlg0540.tlg002,4067
urn:cts:greekLit:tlg0540.tlg003,2183
urn:cts:greekLit:tlg0540.tlg004,950
urn:cts:greekLit:tlg0540.tlg005,278
urn:cts:greekLit:tlg0540.tlg006,2617
urn:cts:greekLit:tlg0540.tlg007,2029
urn:cts:greekLit:tlg0540.tlg008,1040
urn:cts:greekLit:tlg0540.tlg009,879
urn:cts:greekLit:tlg0540.tlg010,1491
urn:cts:greekLit:tlg0540.tlg011,549
urn:cts:greekLit:tlg0540.tlg012,4857
urn:cts:greekLit:tlg0540.tlg013,4864
urn:cts:greekLit:tlg0540.tlg014,2424
urn:cts:greekLit:tlg0540.tlg015,602
urn:cts:greekLit:tlg0540.tlg016,1147
urn:cts:greekLit:tlg0540.tlg017,585
urn:cts:greekLit:tlg0540.tlg018,1346
urn:cts:greekLit:tlg0540.tlg019,3115
urn:cts:greekLit:tlg0540.tlg020,1916
urn:cts:greekLit:tlg0540.tlg021,1296
urn:cts:greekLit:tlg0540.tlg022,1124
urn:cts:greekLit:tlg0540.tlg023,772
urn:cts:greekLit:tlg0540.tlg024,1434
urn:cts:greekLit:tlg0540.tlg025,2022
urn:cts:greekLit:tlg0540.tlg026,1386
urn:cts:greekLit:tlg0540.tlg027,749
urn:cts:greekLit:tlg0540.tlg028,911
urn:cts:greekLit:tlg0540.tlg029,664
urn:cts:greekLit:tlg0540.tlg030,1886
urn:cts:greekLit:tlg0540.tlg031,1822
urn:cts:greekLit:tlg0540.tlg032,1701
urn:cts:greekLit:tlg0540.tlg033,433
urn:cts:greekLit:tlg0540.tlg034,554
urn:cts:greekLit:tlg0541.tlg042,630
urn:cts:greekLit:tlg0542.tlg001,122
urn:cts:greekLit:tlg0543.tlg001,32087
urn:cts:greekLit:tlg0544.tlg001,19768
urn:cts:greekLit:tlg0544.tlg002,27575
urn:cts:greekLit:tlg0545.tlg004,13525
urn:cts:greekLit:tlg0548.tlg001,10425
urn:cts:greekLit:tlg0548.tlg002,1646
urn:cts:greekLit:tlg0550.tlg001,8705
urn:cts:greekLit:tlg0551.tlg002,856
urn:cts:greekLit:tlg0551.tlg003,1116
urn:cts:greekLit:tlg0551.tlg004,3447
urn:cts:greekLit:tlg0551.tlg005,2131
urn:cts:greekLit:tlg0551.tlg006,945
urn:cts:greekLit:tlg0551.tlg007,1831
urn:cts:greekLit:tlg0551.tlg008,1468
urn:cts:greekLit:tlg0551.tlg009,2267
urn:cts:greekLit:tlg0551.tlg010,381
urn:cts:greekLit:tlg0551.tlg011,3662
urn:cts:greekLit:tlg0551.tlg012,1423
urn:cts:greekLit:tlg0551.tlg013,2028
urn:cts:greekLit:tlg0551.tlg014,1895
urn:cts:greekLit:tlg0551.tlg017,28621
urn:cts:greekLit:tlg0552.tlg001,18285
urn:cts:greekLit:tlg0552.tlg002,1085
urn:cts:greekLit:tlg0552.tlg003,22764
urn:cts:greekLit:tlg0552.tlg004,14429
urn:cts:greekLit:tlg0552.tlg005,4906
urn:cts:greekLit:tlg0552.tlg006,5052
urn:cts:greekLit:tlg0552.tlg007,5793
urn:cts:greekLit:tlg0552.tlg008,8601
urn:cts:greekLit:tlg0552.tlg009,437
urn:cts:greekLit:tlg0552.tlg010,9804
urn:cts:greekLit:tlg0552.tlg011,3665
urn:cts:greekLit:tlg0552.tlg012,695
urn:cts:greekLit:tlg0552.tlg013,1083
urn:cts:greekLit:tlg0553.tlg001,20350
urn:cts:greekLit:tlg0554.tlg001,5437
urn:cts:greekLit:tlg0555.tlg001,23350
urn:cts:greekLit:tlg0555.tlg002,22382
urn:cts:greekLit:tlg0555.tlg004,21943
urn:cts:greekLit:tlg0555.tlg005,4989
urn:cts:greekLit:tlg0555.tlg006,9290
urn:cts:greekLit:tlg0555.tlg007,7529
urn:cts:greekLit:tlg0557.tlg001,20142
urn:cts:greekLit:tlg0557.tlg002,502
urn:cts:greekLit:tlg0557.tlg004,285
urn:cts:greekLit:tlg0557.tlg005,2004
urn:cts:greekLit:tlg0559.tlg001,14622
urn:cts:greekLit:tlg0559.tlg002,9098
urn:cts:greekLit:tlg0559.tlg004,2217
urn:cts:greekLit:tlg0559.tlg005,504
urn:cts:greekLit:tlg0559.tlg006,9426
urn:cts:greekLit:tlg0559.tlg007,12925
urn:cts:greekLit:tlg0559.tlg010,9361
urn:cts:greekLit:tlg0559.tlg011,623
urn:cts:greekLit:tlg0559.tlg012,5392
urn:cts:greekLit:tlg0559.tlg014,689
urn:cts:greekLit:tlg0559.tlg015,966
urn:cts:greekLit:tlg0559.tlg016,6558
urn:cts:greekLit:tlg0560.tlg001,1026
urn:cts:greekLit:tlg0561.tlg001,5128
urn:cts:greekLit:tlg0562.tlg001,2867
urn:cts:greekLit:tlg0563.tlg001,2634
urn:cts:greekLit:tlg0564.tlg001,1469
urn:cts:greekLit:tlg0565.tlg001,13615
urn:cts:greekLit:tlg0565.tlg002,1184
urn:cts:greekLit:tlg0565.tlg003,2961
urn:cts:greekLit:tlg0565.tlg004,706
urn:cts:greekLit:tlg0572.tlg001,776
urn:cts:greekLit:tlg0575.tlg001,303
urn:cts:greekLit:tlg0575.tlg002,368
urn:cts:greekLit:tlg0579.tlg010,2971
urn:cts:greekLit:tlg0580.tlg001,1213
urn:cts:greekLit:tlg0591.1st1K001,502
urn:cts:greekLit:tlg0591.1st1K002,924
urn:cts:greekLit:tlg0592.tlg001,3957
urn:cts:greekLit:tlg0592.tlg002,2669
urn:cts:greekLit:tlg0592.tlg003,7860
urn:cts:greekLit:tlg0592.tlg004,20715
urn:cts:greekLit:tlg0592.tlg005,6454
urn:cts:greekLit:tlg0593.1st1K001,1343
urn:cts:greekLit:tlg0593.1st1K002,2451
urn:cts:greekLit:tlg0606.tlg001,564
urn:cts:greekLit:tlg0607.tlg001,11499
urn:cts:greekLit:tlg0609.tlg001,2905
urn:cts:greekLit:tlg0610.perseus002,2174
urn:cts:greekLit:tlg0610.tlg001,2174
urn:cts:greekLit:tlg0614.tlg001,21947
urn:cts:greekLit:tlg0615.tlg001,69888
urn:cts:greekLit:tlg0616.tlg001,10544
urn:cts:greekLit:tlg0616.tlg002,16385
urn:cts:greekLit:tlg0618.tlg001,99
urn:cts:greekLit:tlg0620.tlg002,1405
urn:cts:greekLit:tlg0623.tlg001,381
urn:cts:greekLit:tlg0626.tlg002,3591
urn:cts:greekLit:tlg0627.tlg001,5551
urn:cts:greekLit:tlg0627.tlg002,7479
urn:cts:greekLit:tlg0627.tlg003,5245
urn:cts:greekLit:tlg0627.tlg004,6153
urn:cts:greekLit:tlg0627.tlg005,5372
urn:cts:greekLit:tlg0627.tlg006,5441
urn:cts:greekLit:tlg0627.tlg007,5020
urn:cts:greekLit:tlg0627.tlg008,2170
urn:cts:greekLit:tlg0627.tlg009,11291
urn:cts:greekLit:tlg0627.tlg010,21425
urn:cts:greekLit:tlg0627.tlg011,4997
urn:cts:greekLit:tlg0627.tlg012,1389
urn:cts:greekLit:tlg0627.tlg013,250
urn:cts:greekLit:tlg0627.tlg014,330
urn:cts:greekLit:tlg0627.tlg015,2271
urn:cts:greekLit:tlg0627.tlg016,7609
urn:cts:greekLit:tlg0627.tlg017,12767
urn:cts:greekLit:tlg0627.tlg018,2713
urn:cts:greekLit:tlg0627.tlg019,3914
urn:cts:greekLit:tlg0627.tlg020,1466
urn:cts:greekLit:tlg0627.tlg021,2856
urn:cts:greekLit:tlg0627.tlg022,1484
urn:cts:greekLit:tlg0627.tlg023,35303
urn:cts:greekLit:tlg0627.tlg024a,1958
urn:cts:greekLit:tlg0627.tlg024b,7318
urn:cts:greekLit:tlg0627.tlg025,7471
urn:cts:greekLit:tlg0627.tlg026,8520
urn:cts:greekLit:tlg0627.tlg027,4736
urn:cts:greekLit:tlg0627.tlg028,3311
urn:cts:greekLit:tlg0627.tlg029,907
urn:cts:greekLit:tlg0627.tlg030,1558
urn:cts:greekLit:tlg0627.tlg031,6464
urn:cts:greekLit:tlg0627.tlg032,16169
urn:cts:greekLit:tlg0627.tlg033,11936
urn:cts:greekLit:tlg0627.tlg035,786
urn:cts:greekLit:tlg0627.tlg036,23892
urn:cts:greekLit:tlg0627.tlg037,454
urn:cts:greekLit:tlg0627.tlg038,3446
urn:cts:greekLit:tlg0627.tlg039,480
urn:cts:greekLit:tlg0627.tlg040,246
urn:cts:greekLit:tlg0627.tlg041,414
urn:cts:greekLit:tlg0627.tlg042,1785
urn:cts:greekLit:tlg0627.tlg043,3401
urn:cts:greekLit:tlg0627.tlg045,1033
urn:cts:greekLit:tlg0627.tlg046,1369
urn:cts:greekLit:tlg0627.tlg047,794
urn:cts:greekLit:tlg0627.tlg048,3344
urn:cts:greekLit:tlg0627.tlg049,1528
urn:cts:greekLit:tlg0627.tlg050,1519
urn:cts:greekLit:tlg0627.tlg051,1358
urn:cts:greekLit:tlg0627.tlg052,2036
urn:cts:greekLit:tlg0627.tlg053,1296
urn:cts:greekLit:tlg0627.tlg055,11815
urn:cts:greekLit:tlg0628.tlg001,15510
urn:cts:greekLit:tlg0628.tlg002,1520
urn:cts:greekLit:tlg0628.tlg003,1236
urn:cts:greekLit:tlg0629.tlg001,107
urn:cts:greekLit:tlg0632.tlg002,210
urn:cts:greekLit:tlg0633.tlg001,516
urn:cts:greekLit:tlg0634.tlg001,4671
urn:cts:greekLit:tlg0636.tlg001,1088
urn:cts:greekLit:tlg0637.tlg001,1216
urn:cts:greekLit:tlg0638.tlg007,7671
urn:cts:greekLit:tlg0639.tlg001,57
urn:cts:greekLit:tlg0640.tlg001,7008
urn:cts:greekLit:tlg0641.tlg001,4778
urn:cts:greekLit:tlg0643.opp001,4085
urn:cts:greekLit:tlg0643.opp002,280
urn:cts:greekLit:tlg0643.opp003,435
urn:cts:greekLit:tlg0643.tlg001,578
urn:cts:greekLit:tlg0643.tlg002,230
urn:cts:greekLit:tlg0644.tlg001,31766
urn:cts:greekLit:tlg0645.tlg001,14440
urn:cts:greekLit:tlg0645.tlg002,3293
urn:cts:greekLit:tlg0645.tlg003,1702
urn:cts:greekLit:tlg0646.tlg004,355
urn:cts:greekLit:tlg0647.tlg001,4230
urn:cts:greekLit:tlg0649.tlg002,1298
urn:cts:greekLit:tlg0649.tlg003,836
urn:cts:greekLit:tlg0656.tlg001,19845
urn:cts:greekLit:tlg0656.tlg002,16944
urn:cts:greekLit:tlg0657.tlg001,612
urn:cts:greekLit:tlg0658.tlg001,9653
urn:cts:greekLit:tlg0666.tlg001,260
urn:cts:greekLit:tlg0671.tlg001,714
urn:cts:greekLit:tlg0676.tlg001,182
urn:cts:greekLit:tlg0693.tlg001,13160
urn:cts:greekLit:tlg0693.tlg002,1378
urn:cts:greekLit:tlg0708.tlg001,2872
urn:cts:greekLit:tlg0719.tlg002,9236
urn:cts:greekLit:tlg0731.tlg001,4864
urn:cts:greekLit:tlg0731.tlg003,2226
urn:cts:greekLit:tlg0732.tlg001,10015
urn:cts:greekLit:tlg0732.tlg003,1036
urn:cts:greekLit:tlg0732.tlg005,158615
urn:cts:greekLit:tlg0732.tlg010,30910
urn:cts:greekLit:tlg0732.tlg011,4115
urn:cts:greekLit:tlg0732.tlg012,14545
urn:cts:greekLit:tlg0732.tlg013,17780
urn:cts:greekLit:tlg0732.tlg014,16317
